A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 58, B : cc, C: c1, D : a0 ,E: 7c, F : 66, G : 26 
A : 48, B : 28, C: 1c, D : f4 ,E: 79, F : 31, G : ea 
A : 3e, B : 2b, C: b1, D : 9e ,E: e3, F : d3, G : 84 
A : 39, B : f4, C: cf, D : ca ,E: 4f, F : ae, G : 94 
A : 2a, B : 0e, C: e1, D : cc ,E: ec, F : d0, G : bb 
A : 45, B : 39, C: 0f, D : d8 ,E: 64, F : 13, G : c6 
A : e6, B : c1, C: ad, D : aa ,E: 36, F : d7, G : 97 
A : 58, B : c6, C: bd, D : ba ,E: 3c, F : 35, G : 10 
A : 25, B : 23, C: 15, D : ae ,E: de, F : c9, G : 99 
A : 32, B : 09, C: 01, D : c4 ,E: 0a, F : ca, G : 93 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 15, G : 10 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 3f, B : 31, C: 0f, D : 9e ,E: 2d, F : e6, G : d2 
A : 30, B : 01, C: f0, D : de ,E: 6f, F : 66, G : 5a 
A : 39, B : 0e, C: 0e, D : 0e ,E: 6f, F : 6c, G : ba 
A : 3f, B : 30, C: 2d, D : 18 ,E: 6c, F : 38, G : 14 
A : 5a, B : 0c, C: db, D : d6 ,E: 71, F : e3, G : 8a 
A : 4c, B : 4c, C: 43, D : 38 ,E: e8, F : e7, G : d3 
A : f0, B : e4, C: da, D : c6 ,E: 10, F : 05, G : 01 
A : 6f, B : 2c, C: f1, D : e4 ,E: 33, F : 23, G : d0 
A : 59, B : df, C: db, D : 96 ,E: d2, F : a9, G : 8f 
A : 3c, B : 04, C: fb, D : f8 ,E: 4e, F : af, G : ac 
A : 26, B : d9, C: d7, D : b6 ,E: b0, F : aa, G : 96 
A : 2c, B : 14, C: d9, D : c2 ,E: 55, F : 54, G : ae 
A : 25, B : d2, C: a9, D : a2 ,E: 67, F : 0f, G : c7 
A : 3a, B : 39, C: 1a, D : e2 ,E: 1b, F : 8d, G : 86 
A : f7, B : bb, C: 99, D : 96 ,E: fc, F : d0, G : a1 
A : 6f, B : 3f, C: d9, D : be ,E: 06, F : ef, G : c3 
A : 3f, B : 02, C: bd, D : 9e ,E: 2d, F : 0e, G : d2 
A : 3a, B : 01, C: f0, D : a4 ,E: 00, F : 00, G : 00 
A : 44, B : 0e, C: 0e, D : 0e ,E: 6c, F : bd, G : ba 
A : 3f, B : 3b, C: 30, D : 2c ,E: 6c, F : 14, G : 84 
A : 20, B : 0c, C: db, D : d6 ,E: ff, F : e3, G : 8a 
A : 3c, B : 2c, C: 23, D : 12 ,E: 6f, F : e7, G : d3 
A : 35, B : 15, C: f0, D : e4 ,E: 69, F : 10, G : 01 
A : 3b, B : 2c, C: ed, D : e4 ,E: 70, F : 33, G : d0 
A : 59, B : 0e, C: df, D : a8 ,E: 62, F : d2, G : 8f 
A : 3c, B : fb, C: d8, D : ba ,E: 4e, F : 33, G : ac 
A : 3c, B : 26, C: 23, D : b6 ,E: ff, F : b0, G : 96 
A : 36, B : 2c, C: d9, D : d6 ,E: 55, F : fb, G : ae 
A : 31, B : 25, C: 14, D : d2 ,E: 67, F : c7, G : b6 
A : 00, B : 00, C: e2, D : b6 ,E: 1b, F : 19, G : 0d 
A : be, B : 99, C: 97, D : 94 ,E: 60, F : fc, G : d0 
A : 4a, B : d9, C: be, D : a0 ,E: 62, F : 06, G : ef 
A : 4e, B : 02, C: bf, D : bc ,E: 2d, F : 2b, G : 0e 
A : 3a, B : e6, C: bc, D : a4 ,E: 26, F : 23, G : 1e 
A : 44, B : 22, C: 0e, D : d8 ,E: bd, F : ba, G : 85 
A : 3f, B : 3b, C: 30, D : 1e ,E: 14, F : ef, G : 84 
A : 20, B : 0c, C: b0, D : 9c ,E: 56, F : ff, G : 8a 
A : 4c, B : 3c, C: 12, D : 06 ,E: 6f, F : d3, G : 93 
A : 35, B : 30, C: 15, D : 12 ,E: 69, F : 01, G : ca 
A : 3b, B : 2c, C: 0a, D : ec ,E: 70, F : 66, G : 33 
A : 59, B : 29, C: 0e, D : fa ,E: 62, F : 5a, G : d2 
A : fb, B : d8, C: ba, D : b0 ,E: 5a, F : 4e, G : 33 
A : 23, B : fa, C: d4, D : b6 ,E: ff, F : 9d, G : 96 
A : 68, B : 36, C: d6, D : d4 ,E: 2a, F : fb, G : ae 
A : 31, B : 14, C: 0e, D : a8 ,E: 67, F : be, G : b6 
A : 76, B : 3a, C: eb, D : e2 ,E: 1b, F : 19, G : 0e 
A : f7, B : d4, C: be, D : 96 ,E: 60, F : 09, G : fc 
A : 3a, B : d9, C: d9, D : be ,E: 62, F : 20, G : ef 
A : 02, B : bf, C: bd, D : 90 ,E: 2b, F : 0e, G : b2 
A : 3a, B : fc, C: e6, D : bc ,E: 23, F : 1e, G : e1 
A : 44, B : 22, C: e6, D : d8 ,E: f8, F : bd, G : 85 
A : 46, B : 3b, C: 1f, D : 1c ,E: 30, F : ef, G : 84 
A : 20, B : bb, C: b0, D : 9c ,E: 56, F : 0e, G : ff 
A : 3c, B : 1c, C: 12, D : 06 ,E: 6f, F : 67, G : 13 
A : 48, B : 35, C: 30, D : 12 ,E: 69, F : ce, G : ca 
A : 5f, B : 3b, C: 0a, D : f4 ,E: 70, F : 66, G : 56 
A : 0e, B : fa, C: e3, D : a8 ,E: 62, F : 5a, G : 44 
A : 31, B : ca, C: ba, D : b0 ,E: 5a, F : 53, G : 29 
A : 2f, B : 23, C: fa, D : ec ,E: 58, F : ff, G : 9d 
A : 68, B : 13, C: 0f, D : d6 ,E: 2a, F : fb, G : be 
A : 14, B : 0e, C: aa, D : 96 ,E: 01, F : be, G : b6 
A : 76, B : 70, C: 58, D : 0a ,E: 19, F : f0, G : ee 
A : 15, B : d4, C: c9, D : be ,E: 60, F : 28, G : 09 
A : 3a, B : 01, C: d9, D : ca ,E: 62, F : 20, G : ac 
A : 4e, B : bf, C: bd, D : 90 ,E: 2b, F : b2, G : 91 
A : 52, B : 1c, C: ea, D : e6 ,E: 23, F : 23, G : 21 
A : 5b, B : 22, C: 21, D : e6 ,E: 64, F : f8, G : 85 
A : 46, B : 3f, C: 1f, D : d0 ,E: 70, F : 30, G : ef 
A : f0, B : bd, C: bb, D : b0 ,E: 72, F : 56, G : 0e 
A : 2c, B : 1c, C: 11, D : 06 ,E: 07, F : f9, G : 93 
A : 6e, B : 66, C: 30, D : 12 ,E: ec, F : ce, G : ca 
A : 5f, B : 31, C: 1c, D : 0a ,E: 66, F : 56, G : 13 
A : 08, B : 06, C: 05, D : 00 ,E: 1a, F : 04, G : 02 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : fa, B : e3, C: 9f, D : 88 ,E: 5a, F : 44, G : c2 
A : 39, B : 31, C: ca, D : b0 ,E: 5a, F : e9, G : b4 
A : fa, B : ec, C: d4, D : cc ,E: 58, F : 46, G : 9d 
A : 64, B : 39, C: 13, D : 0e ,E: 2a, F : d7, G : be 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 10, G : 0e 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : d7, B : aa, C: 97, D : 8a ,E: 07, F : 01, G : be 
A : 5c, B : 58, C: 50, D : 0a ,E: f7, F : f0, G : ee 
A : 17, B : 15, C: d4, D : c8 ,E: 3f, F : 28, G : 09 
A : 3a, B : 0a, C: 01, D : d8 ,E: 64, F : 20, G : ac 
A : e7, B : cc, C: bd, D : 90 ,E: e4, F : b2, G : 91 
A : 52, B : 25, C: 1e, D : ea ,E: 5b, F : 43, G : 21 
A : 6b, B : 5b, C: 21, D : 1a ,E: 64, F : f8, G : 8c 
A : 69, B : 46, C: 3f, D : d0 ,E: 70, F : 30, G : a8 
A : 54, B : f0, C: bd, D : ba ,E: 72, F : 0e, G : 97 
A : 2c, B : 1c, C: 11, D : d0 ,E: 07, F : f9, G : 9c 
A : 6e, B : 66, C: 58, D : 26 ,E: ec, F : ce, G : be 
A : 48, B : 31, C: 1c, D : f4 ,E: 56, F : 13, G : d8 
A : e3, B : d3, C: 9f, D : 88 ,E: 44, F : de, G : c2 
A : 39, B : ca, C: ae, D : 94 ,E: e9, F : b8, G : b4 
A : ec, B : d0, C: cc, D : ba ,E: 58, F : 46, G : 9b 
A : 39, B : 13, C: 0f, D : d8 ,E: d7, F : be, G : b1 
A : d7, B : c1, C: aa, D : 96 ,E: 07, F : 01, G : ee 
A : 3c, B : 35, C: 10, D : c6 ,E: 73, F : f7, G : f0 
A : 23, B : 15, C: de, D : c8 ,E: 3f, F : 2d, G : 28 
A : 32, B : 0a, C: 01, D : ca ,E: 64, F : ac, G : 9a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 0d, G : 08 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
